grid_id,lat_center,lon_center,lat_min,lat_max,lon_min,lon_max
1220,8.625,70.625,8.5,8.75,70.5,70.75
1221,8.625,70.875,8.5,8.75,70.75,71.0
1222,8.625,71.125,8.5,8.75,71.0,71.25
1223,8.625,71.375,8.5,8.75,71.25,71.5
1224,8.625,71.625,8.5,8.75,71.5,71.75
1225,8.625,71.875,8.5,8.75,71.75,72.0
1226,8.625,72.125,8.5,8.75,72.0,72.25
1227,8.625,72.375,8.5,8.75,72.25,72.5
1228,8.625,72.625,8.5,8.75,72.5,72.75
1229,8.625,72.875,8.5,8.75,72.75,73.0
1230,8.625,73.125,8.5,8.75,73.0,73.25
1231,8.625,73.375,8.5,8.75,73.25,73.5
1232,8.625,73.625,8.5,8.75,73.5,73.75
1233,8.625,73.875,8.5,8.75,73.75,74.0
1234,8.625,74.125,8.5,8.75,74.0,74.25
1235,8.625,74.375,8.5,8.75,74.25,74.5
1236,8.625,74.625,8.5,8.75,74.5,74.75
1237,8.625,74.875,8.5,8.75,74.75,75.0
1238,8.625,75.125,8.5,8.75,75.0,75.25
1239,8.625,75.375,8.5,8.75,75.25,75.5
1240,8.625,75.625,8.5,8.75,75.5,75.75
1241,8.625,75.875,8.5,8.75,75.75,76.0
1242,8.625,76.125,8.5,8.75,76.0,76.25
1243,8.625,76.375,8.5,8.75,76.25,76.5
1244,8.625,76.625,8.5,8.75,76.5,76.75
1245,8.625,76.875,8.5,8.75,76.75,77.0
1246,8.625,77.125,8.5,8.75,77.0,77.25
1247,8.625,77.375,8.5,8.75,77.25,77.5
1248,8.625,77.625,8.5,8.75,77.5,77.75
1249,8.625,77.875,8.5,8.75,77.75,78.0
1250,8.625,78.125,8.5,8.75,78.0,78.25
1251,8.625,78.375,8.5,8.75,78.25,78.5
1252,8.625,78.625,8.5,8.75,78.5,78.75
1253,8.625,78.875,8.5,8.75,78.75,79.0
1254,8.625,79.125,8.5,8.75,79.0,79.25
1255,8.625,79.375,8.5,8.75,79.25,79.5
1256,8.625,79.625,8.5,8.75,79.5,79.75
1257,8.625,79.875,8.5,8.75,79.75,80.0
1258,8.625,80.125,8.5,8.75,80.0,80.25
1259,8.625,80.375,8.5,8.75,80.25,80.5
1260,8.625,80.625,8.5,8.75,80.5,80.75
1261,8.625,80.875,8.5,8.75,80.75,81.0
1262,8.625,81.125,8.5,8.75,81.0,81.25
1263,8.625,81.375,8.5,8.75,81.25,81.5
1264,8.625,81.625,8.5,8.75,81.5,81.75
1265,8.625,81.875,8.5,8.75,81.75,82.0
1266,8.625,82.125,8.5,8.75,82.0,82.25
1267,8.625,82.375,8.5,8.75,82.25,82.5
1268,8.625,82.625,8.5,8.75,82.5,82.75
1269,8.625,82.875,8.5,8.75,82.75,83.0
1270,8.625,83.125,8.5,8.75,83.0,83.25
1271,8.625,83.375,8.5,8.75,83.25,83.5
1272,8.625,83.625,8.5,8.75,83.5,83.75
1273,8.625,83.875,8.5,8.75,83.75,84.0
1274,8.625,84.125,8.5,8.75,84.0,84.25
1275,8.625,84.375,8.5,8.75,84.25,84.5
1276,8.625,84.625,8.5,8.75,84.5,84.75
1277,8.625,84.875,8.5,8.75,84.75,85.0
1278,8.625,85.125,8.5,8.75,85.0,85.25
1279,8.625,85.375,8.5,8.75,85.25,85.5
1280,8.625,85.625,8.5,8.75,85.5,85.75
1281,8.625,85.875,8.5,8.75,85.75,86.0
1282,8.625,86.125,8.5,8.75,86.0,86.25
1283,8.625,86.375,8.5,8.75,86.25,86.5
1284,8.625,86.625,8.5,8.75,86.5,86.75
1285,8.625,86.875,8.5,8.75,86.75,87.0
1286,8.625,87.125,8.5,8.75,87.0,87.25
1287,8.625,87.375,8.5,8.75,87.25,87.5
1288,8.625,87.625,8.5,8.75,87.5,87.75
1289,8.625,87.875,8.5,8.75,87.75,88.0
1290,8.625,88.125,8.5,8.75,88.0,88.25
1291,8.625,88.375,8.5,8.75,88.25,88.5
1292,8.625,88.625,8.5,8.75,88.5,88.75
1293,8.625,88.875,8.5,8.75,88.75,89.0
1294,8.625,89.125,8.5,8.75,89.0,89.25
1295,8.625,89.375,8.5,8.75,89.25,89.5
1296,8.625,89.625,8.5,8.75,89.5,89.75
1297,8.625,89.875,8.5,8.75,89.75,90.0
1298,8.625,90.125,8.5,8.75,90.0,90.25
1299,8.625,90.375,8.5,8.75,90.25,90.5
1300,8.625,90.625,8.5,8.75,90.5,90.75
1301,8.625,90.875,8.5,8.75,90.75,91.0
1302,8.625,91.125,8.5,8.75,91.0,91.25
1303,8.625,91.375,8.5,8.75,91.25,91.5
1304,8.625,91.625,8.5,8.75,91.5,91.75
1305,8.625,91.875,8.5,8.75,91.75,92.0
1306,8.625,92.125,8.5,8.75,92.0,92.25
1307,8.625,92.375,8.5,8.75,92.25,92.5
1308,8.625,92.625,8.5,8.75,92.5,92.75
1309,8.625,92.875,8.5,8.75,92.75,93.0
1310,8.625,93.125,8.5,8.75,93.0,93.25
1311,8.625,93.375,8.5,8.75,93.25,93.5
1312,8.625,93.625,8.5,8.75,93.5,93.75
1313,8.625,93.875,8.5,8.75,93.75,94.0
1314,8.625,94.125,8.5,8.75,94.0,94.25
1315,8.625,94.375,8.5,8.75,94.25,94.5
1316,8.625,94.625,8.5,8.75,94.5,94.75
1317,8.625,94.875,8.5,8.75,94.75,95.0
1318,8.625,95.125,8.5,8.75,95.0,95.25
1319,8.625,95.375,8.5,8.75,95.25,95.5
1320,8.625,95.625,8.5,8.75,95.5,95.75
1321,8.625,95.875,8.5,8.75,95.75,96.0
1322,8.625,96.125,8.5,8.75,96.0,96.25
1323,8.625,96.375,8.5,8.75,96.25,96.5
1324,8.625,96.625,8.5,8.75,96.5,96.75
1325,8.625,96.875,8.5,8.75,96.75,97.0
1326,8.625,97.125,8.5,8.75,97.0,97.25
1327,8.625,97.375,8.5,8.75,97.25,97.5
1328,8.625,97.625,8.5,8.75,97.5,97.75
1329,8.625,97.875,8.5,8.75,97.75,98.0
1330,8.625,98.125,8.5,8.75,98.0,98.25
1331,8.875,68.125,8.75,9.0,68.0,68.25
1332,8.875,68.375,8.75,9.0,68.25,68.5
1333,8.875,68.625,8.75,9.0,68.5,68.75
1334,8.875,68.875,8.75,9.0,68.75,69.0
1335,8.875,69.125,8.75,9.0,69.0,69.25
1336,8.875,69.375,8.75,9.0,69.25,69.5
1337,8.875,69.625,8.75,9.0,69.5,69.75
1338,8.875,69.875,8.75,9.0,69.75,70.0
1339,8.875,70.125,8.75,9.0,70.0,70.25
1340,8.875,70.375,8.75,9.0,70.25,70.5
1341,8.875,70.625,8.75,9.0,70.5,70.75
1342,8.875,70.875,8.75,9.0,70.75,71.0
1343,8.875,71.125,8.75,9.0,71.0,71.25
1344,8.875,71.375,8.75,9.0,71.25,71.5
1345,8.875,71.625,8.75,9.0,71.5,71.75
1346,8.875,71.875,8.75,9.0,71.75,72.0
1347,8.875,72.125,8.75,9.0,72.0,72.25
1348,8.875,72.375,8.75,9.0,72.25,72.5
1349,8.875,72.625,8.75,9.0,72.5,72.75
1350,8.875,72.875,8.75,9.0,72.75,73.0
1351,8.875,73.125,8.75,9.0,73.0,73.25
1352,8.875,73.375,8.75,9.0,73.25,73.5
1353,8.875,73.625,8.75,9.0,73.5,73.75
1354,8.875,73.875,8.75,9.0,73.75,74.0
1355,8.875,74.125,8.75,9.0,74.0,74.25
1356,8.875,74.375,8.75,9.0,74.25,74.5
1357,8.875,74.625,8.75,9.0,74.5,74.75
1358,8.875,74.875,8.75,9.0,74.75,75.0
1359,8.875,75.125,8.75,9.0,75.0,75.25
1360,8.875,75.375,8.75,9.0,75.25,75.5
1361,8.875,75.625,8.75,9.0,75.5,75.75
1362,8.875,75.875,8.75,9.0,75.75,76.0
1363,8.875,76.125,8.75,9.0,76.0,76.25
1364,8.875,76.375,8.75,9.0,76.25,76.5
1365,8.875,76.625,8.75,9.0,76.5,76.75
1366,8.875,76.875,8.75,9.0,76.75,77.0
1367,8.875,77.125,8.75,9.0,77.0,77.25
1368,8.875,77.375,8.75,9.0,77.25,77.5
1369,8.875,77.625,8.75,9.0,77.5,77.75
1370,8.875,77.875,8.75,9.0,77.75,78.0
1371,8.875,78.125,8.75,9.0,78.0,78.25
1372,8.875,78.375,8.75,9.0,78.25,78.5
1373,8.875,78.625,8.75,9.0,78.5,78.75
1374,8.875,78.875,8.75,9.0,78.75,79.0
1375,8.875,79.125,8.75,9.0,79.0,79.25
1376,8.875,79.375,8.75,9.0,79.25,79.5
1377,8.875,79.625,8.75,9.0,79.5,79.75
1378,8.875,79.875,8.75,9.0,79.75,80.0
1379,8.875,80.125,8.75,9.0,80.0,80.25
1380,8.875,80.375,8.75,9.0,80.25,80.5
1381,8.875,80.625,8.75,9.0,80.5,80.75
1382,8.875,80.875,8.75,9.0,80.75,81.0
1383,8.875,81.125,8.75,9.0,81.0,81.25
1384,8.875,81.375,8.75,9.0,81.25,81.5
1385,8.875,81.625,8.75,9.0,81.5,81.75
1386,8.875,81.875,8.75,9.0,81.75,82.0
1387,8.875,82.125,8.75,9.0,82.0,82.25
1388,8.875,82.375,8.75,9.0,82.25,82.5
1389,8.875,82.625,8.75,9.0,82.5,82.75
1390,8.875,82.875,8.75,9.0,82.75,83.0
1391,8.875,83.125,8.75,9.0,83.0,83.25
1392,8.875,83.375,8.75,9.0,83.25,83.5
1393,8.875,83.625,8.75,9.0,83.5,83.75
1394,8.875,83.875,8.75,9.0,83.75,84.0
1395,8.875,84.125,8.75,9.0,84.0,84.25
1396,8.875,84.375,8.75,9.0,84.25,84.5
1397,8.875,84.625,8.75,9.0,84.5,84.75
1398,8.875,84.875,8.75,9.0,84.75,85.0
1399,8.875,85.125,8.75,9.0,85.0,85.25
1400,8.875,85.375,8.75,9.0,85.25,85.5
1401,8.875,85.625,8.75,9.0,85.5,85.75
1402,8.875,85.875,8.75,9.0,85.75,86.0
1403,8.875,86.125,8.75,9.0,86.0,86.25
1404,8.875,86.375,8.75,9.0,86.25,86.5
1405,8.875,86.625,8.75,9.0,86.5,86.75
1406,8.875,86.875,8.75,9.0,86.75,87.0
1407,8.875,87.125,8.75,9.0,87.0,87.25
1408,8.875,87.375,8.75,9.0,87.25,87.5
1409,8.875,87.625,8.75,9.0,87.5,87.75
1410,8.875,87.875,8.75,9.0,87.75,88.0
1411,8.875,88.125,8.75,9.0,88.0,88.25
1412,8.875,88.375,8.75,9.0,88.25,88.5
1413,8.875,88.625,8.75,9.0,88.5,88.75
1414,8.875,88.875,8.75,9.0,88.75,89.0
1415,8.875,89.125,8.75,9.0,89.0,89.25
1416,8.875,89.375,8.75,9.0,89.25,89.5
1417,8.875,89.625,8.75,9.0,89.5,89.75
1418,8.875,89.875,8.75,9.0,89.75,90.0
1419,8.875,90.125,8.75,9.0,90.0,90.25
1420,8.875,90.375,8.75,9.0,90.25,90.5
1421,8.875,90.625,8.75,9.0,90.5,90.75
1422,8.875,90.875,8.75,9.0,90.75,91.0
1423,8.875,91.125,8.75,9.0,91.0,91.25
1424,8.875,91.375,8.75,9.0,91.25,91.5
1425,8.875,91.625,8.75,9.0,91.5,91.75
1426,8.875,91.875,8.75,9.0,91.75,92.0
1427,8.875,92.125,8.75,9.0,92.0,92.25
1428,8.875,92.375,8.75,9.0,92.25,92.5
1429,8.875,92.625,8.75,9.0,92.5,92.75
1430,8.875,92.875,8.75,9.0,92.75,93.0
1431,8.875,93.125,8.75,9.0,93.0,93.25
1432,8.875,93.375,8.75,9.0,93.25,93.5
1433,8.875,93.625,8.75,9.0,93.5,93.75
1434,8.875,93.875,8.75,9.0,93.75,94.0
1435,8.875,94.125,8.75,9.0,94.0,94.25
1436,8.875,94.375,8.75,9.0,94.25,94.5
1437,8.875,94.625,8.75,9.0,94.5,94.75
1438,8.875,94.875,8.75,9.0,94.75,95.0
1439,8.875,95.125,8.75,9.0,95.0,95.25
1440,8.875,95.375,8.75,9.0,95.25,95.5
1441,8.875,95.625,8.75,9.0,95.5,95.75
1442,8.875,95.875,8.75,9.0,95.75,96.0
1443,8.875,96.125,8.75,9.0,96.0,96.25
1444,8.875,96.375,8.75,9.0,96.25,96.5
1445,8.875,96.625,8.75,9.0,96.5,96.75
1446,8.875,96.875,8.75,9.0,96.75,97.0
1447,8.875,97.125,8.75,9.0,97.0,97.25
1448,8.875,97.375,8.75,9.0,97.25,97.5
1449,8.875,97.625,8.75,9.0,97.5,97.75
1450,8.875,97.875,8.75,9.0,97.75,98.0
1451,8.875,98.125,8.75,9.0,98.0,98.25
1452,9.125,68.125,9.0,9.25,68.0,68.25
1453,9.125,68.375,9.0,9.25,68.25,68.5
1454,9.125,68.625,9.0,9.25,68.5,68.75
1455,9.125,68.875,9.0,9.25,68.75,69.0
1456,9.125,69.125,9.0,9.25,69.0,69.25
1457,9.125,69.375,9.0,9.25,69.25,69.5
1458,9.125,69.625,9.0,9.25,69.5,69.75
1459,9.125,69.875,9.0,9.25,69.75,70.0
1460,9.125,70.125,9.0,9.25,70.0,70.25
1461,9.125,70.375,9.0,9.25,70.25,70.5
1462,9.125,70.625,9.0,9.25,70.5,70.75
1463,9.125,70.875,9.0,9.25,70.75,71.0
1464,9.125,71.125,9.0,9.25,71.0,71.25
1465,9.125,71.375,9.0,9.25,71.25,71.5
1466,9.125,71.625,9.0,9.25,71.5,71.75
1467,9.125,71.875,9.0,9.25,71.75,72.0
1468,9.125,72.125,9.0,9.25,72.0,72.25
1469,9.125,72.375,9.0,9.25,72.25,72.5
1470,9.125,72.625,9.0,9.25,72.5,72.75
1471,9.125,72.875,9.0,9.25,72.75,73.0
1472,9.125,73.125,9.0,9.25,73.0,73.25
1473,9.125,73.375,9.0,9.25,73.25,73.5
1474,9.125,73.625,9.0,9.25,73.5,73.75
1475,9.125,73.875,9.0,9.25,73.75,74.0
1476,9.125,74.125,9.0,9.25,74.0,74.25
1477,9.125,74.375,9.0,9.25,74.25,74.5
1478,9.125,74.625,9.0,9.25,74.5,74.75
1479,9.125,74.875,9.0,9.25,74.75,75.0
1480,9.125,75.125,9.0,9.25,75.0,75.25
1481,9.125,75.375,9.0,9.25,75.25,75.5
1482,9.125,75.625,9.0,9.25,75.5,75.75
1483,9.125,75.875,9.0,9.25,75.75,76.0
1484,9.125,76.125,9.0,9.25,76.0,76.25
1485,9.125,76.375,9.0,9.25,76.25,76.5
1486,9.125,76.625,9.0,9.25,76.5,76.75
1487,9.125,76.875,9.0,9.25,76.75,77.0
1488,9.125,77.125,9.0,9.25,77.0,77.25
1489,9.125,77.375,9.0,9.25,77.25,77.5
1490,9.125,77.625,9.0,9.25,77.5,77.75
1491,9.125,77.875,9.0,9.25,77.75,78.0
1492,9.125,78.125,9.0,9.25,78.0,78.25
1493,9.125,78.375,9.0,9.25,78.25,78.5
1494,9.125,78.625,9.0,9.25,78.5,78.75
1495,9.125,78.875,9.0,9.25,78.75,79.0
1496,9.125,79.125,9.0,9.25,79.0,79.25
1497,9.125,79.375,9.0,9.25,79.25,79.5
1498,9.125,79.625,9.0,9.25,79.5,79.75
1499,9.125,79.875,9.0,9.25,79.75,80.0
1500,9.125,80.125,9.0,9.25,80.0,80.25
1501,9.125,80.375,9.0,9.25,80.25,80.5
1502,9.125,80.625,9.0,9.25,80.5,80.75
1503,9.125,80.875,9.0,9.25,80.75,81.0
1504,9.125,81.125,9.0,9.25,81.0,81.25
1505,9.125,81.375,9.0,9.25,81.25,81.5
1506,9.125,81.625,9.0,9.25,81.5,81.75
1507,9.125,81.875,9.0,9.25,81.75,82.0
1508,9.125,82.125,9.0,9.25,82.0,82.25
1509,9.125,82.375,9.0,9.25,82.25,82.5
1510,9.125,82.625,9.0,9.25,82.5,82.75
1511,9.125,82.875,9.0,9.25,82.75,83.0
1512,9.125,83.125,9.0,9.25,83.0,83.25
1513,9.125,83.375,9.0,9.25,83.25,83.5
1514,9.125,83.625,9.0,9.25,83.5,83.75
1515,9.125,83.875,9.0,9.25,83.75,84.0
1516,9.125,84.125,9.0,9.25,84.0,84.25
1517,9.125,84.375,9.0,9.25,84.25,84.5
1518,9.125,84.625,9.0,9.25,84.5,84.75
1519,9.125,84.875,9.0,9.25,84.75,85.0
1520,9.125,85.125,9.0,9.25,85.0,85.25
1521,9.125,85.375,9.0,9.25,85.25,85.5
1522,9.125,85.625,9.0,9.25,85.5,85.75
1523,9.125,85.875,9.0,9.25,85.75,86.0
1524,9.125,86.125,9.0,9.25,86.0,86.25
1525,9.125,86.375,9.0,9.25,86.25,86.5
1526,9.125,86.625,9.0,9.25,86.5,86.75
1527,9.125,86.875,9.0,9.25,86.75,87.0
1528,9.125,87.125,9.0,9.25,87.0,87.25
1529,9.125,87.375,9.0,9.25,87.25,87.5
1530,9.125,87.625,9.0,9.25,87.5,87.75
1531,9.125,87.875,9.0,9.25,87.75,88.0
1532,9.125,88.125,9.0,9.25,88.0,88.25
1533,9.125,88.375,9.0,9.25,88.25,88.5
1534,9.125,88.625,9.0,9.25,88.5,88.75
1535,9.125,88.875,9.0,9.25,88.75,89.0
1536,9.125,89.125,9.0,9.25,89.0,89.25
1537,9.125,89.375,9.0,9.25,89.25,89.5
1538,9.125,89.625,9.0,9.25,89.5,89.75
1539,9.125,89.875,9.0,9.25,89.75,90.0
1540,9.125,90.125,9.0,9.25,90.0,90.25
1541,9.125,90.375,9.0,9.25,90.25,90.5
1542,9.125,90.625,9.0,9.25,90.5,90.75
1543,9.125,90.875,9.0,9.25,90.75,91.0
1544,9.125,91.125,9.0,9.25,91.0,91.25
1545,9.125,91.375,9.0,9.25,91.25,91.5
1546,9.125,91.625,9.0,9.25,91.5,91.75
1547,9.125,91.875,9.0,9.25,91.75,92.0
1548,9.125,92.125,9.0,9.25,92.0,92.25
1549,9.125,92.375,9.0,9.25,92.25,92.5
1550,9.125,92.625,9.0,9.25,92.5,92.75
1551,9.125,92.875,9.0,9.25,92.75,93.0
1552,9.125,93.125,9.0,9.25,93.0,93.25
1553,9.125,93.375,9.0,9.25,93.25,93.5
1554,9.125,93.625,9.0,9.25,93.5,93.75
1555,9.125,93.875,9.0,9.25,93.75,94.0
1556,9.125,94.125,9.0,9.25,94.0,94.25
1557,9.125,94.375,9.0,9.25,94.25,94.5
1558,9.125,94.625,9.0,9.25,94.5,94.75
1559,9.125,94.875,9.0,9.25,94.75,95.0
1560,9.125,95.125,9.0,9.25,95.0,95.25
1561,9.125,95.375,9.0,9.25,95.25,95.5
1562,9.125,95.625,9.0,9.25,95.5,95.75
1563,9.125,95.875,9.0,9.25,95.75,96.0
1564,9.125,96.125,9.0,9.25,96.0,96.25
1565,9.125,96.375,9.0,9.25,96.25,96.5
1566,9.125,96.625,9.0,9.25,96.5,96.75
1567,9.125,96.875,9.0,9.25,96.75,97.0
1568,9.125,97.125,9.0,9.25,97.0,97.25
1569,9.125,97.375,9.0,9.25,97.25,97.5
1570,9.125,97.625,9.0,9.25,97.5,97.75
1571,9.125,97.875,9.0,9.25,97.75,98.0
1572,9.125,98.125,9.0,9.25,98.0,98.25
1573,9.375,68.125,9.25,9.5,68.0,68.25
1574,9.375,68.375,9.25,9.5,68.25,68.5
1575,9.375,68.625,9.25,9.5,68.5,68.75
1576,9.375,68.875,9.25,9.5,68.75,69.0
1577,9.375,69.125,9.25,9.5,69.0,69.25
1578,9.375,69.375,9.25,9.5,69.25,69.5
1579,9.375,69.625,9.25,9.5,69.5,69.75
1580,9.375,69.875,9.25,9.5,69.75,70.0
1581,9.375,70.125,9.25,9.5,70.0,70.25
1582,9.375,70.375,9.25,9.5,70.25,70.5
1583,9.375,70.625,9.25,9.5,70.5,70.75
1584,9.375,70.875,9.25,9.5,70.75,71.0
1585,9.375,71.125,9.25,9.5,71.0,71.25
1586,9.375,71.375,9.25,9.5,71.25,71.5
1587,9.375,71.625,9.25,9.5,71.5,71.75
1588,9.375,71.875,9.25,9.5,71.75,72.0
1589,9.375,72.125,9.25,9.5,72.0,72.25
1590,9.375,72.375,9.25,9.5,72.25,72.5
1591,9.375,72.625,9.25,9.5,72.5,72.75
1592,9.375,72.875,9.25,9.5,72.75,73.0
1593,9.375,73.125,9.25,9.5,73.0,73.25
1594,9.375,73.375,9.25,9.5,73.25,73.5
1595,9.375,73.625,9.25,9.5,73.5,73.75
1596,9.375,73.875,9.25,9.5,73.75,74.0
1597,9.375,74.125,9.25,9.5,74.0,74.25
1598,9.375,74.375,9.25,9.5,74.25,74.5
1599,9.375,74.625,9.25,9.5,74.5,74.75
1600,9.375,74.875,9.25,9.5,74.75,75.0
1601,9.375,75.125,9.25,9.5,75.0,75.25
1602,9.375,75.375,9.25,9.5,75.25,75.5
1603,9.375,75.625,9.25,9.5,75.5,75.75
1604,9.375,75.875,9.25,9.5,75.75,76.0
1605,9.375,76.125,9.25,9.5,76.0,76.25
1606,9.375,76.375,9.25,9.5,76.25,76.5
1607,9.375,76.625,9.25,9.5,76.5,76.75
1608,9.375,76.875,9.25,9.5,76.75,77.0
1609,9.375,77.125,9.25,9.5,77.0,77.25
1610,9.375,77.375,9.25,9.5,77.25,77.5
1611,9.375,77.625,9.25,9.5,77.5,77.75
1612,9.375,77.875,9.25,9.5,77.75,78.0
1613,9.375,78.125,9.25,9.5,78.0,78.25
1614,9.375,78.375,9.25,9.5,78.25,78.5
1615,9.375,78.625,9.25,9.5,78.5,78.75
1616,9.375,78.875,9.25,9.5,78.75,79.0
1617,9.375,79.125,9.25,9.5,79.0,79.25
1618,9.375,79.375,9.25,9.5,79.25,79.5
1619,9.375,79.625,9.25,9.5,79.5,79.75
1620,9.375,79.875,9.25,9.5,79.75,80.0
1621,9.375,80.125,9.25,9.5,80.0,80.25
1622,9.375,80.375,9.25,9.5,80.25,80.5
1623,9.375,80.625,9.25,9.5,80.5,80.75
1624,9.375,80.875,9.25,9.5,80.75,81.0
1625,9.375,81.125,9.25,9.5,81.0,81.25
1626,9.375,81.375,9.25,9.5,81.25,81.5
1627,9.375,81.625,9.25,9.5,81.5,81.75
1628,9.375,81.875,9.25,9.5,81.75,82.0
1629,9.375,82.125,9.25,9.5,82.0,82.25
1630,9.375,82.375,9.25,9.5,82.25,82.5
1631,9.375,82.625,9.25,9.5,82.5,82.75
1632,9.375,82.875,9.25,9.5,82.75,83.0
1633,9.375,83.125,9.25,9.5,83.0,83.25
1634,9.375,83.375,9.25,9.5,83.25,83.5
1635,9.375,83.625,9.25,9.5,83.5,83.75
1636,9.375,83.875,9.25,9.5,83.75,84.0
1637,9.375,84.125,9.25,9.5,84.0,84.25
1638,9.375,84.375,9.25,9.5,84.25,84.5
1639,9.375,84.625,9.25,9.5,84.5,84.75
1640,9.375,84.875,9.25,9.5,84.75,85.0
1641,9.375,85.125,9.25,9.5,85.0,85.25
1642,9.375,85.375,9.25,9.5,85.25,85.5
1643,9.375,85.625,9.25,9.5,85.5,85.75
1644,9.375,85.875,9.25,9.5,85.75,86.0
1645,9.375,86.125,9.25,9.5,86.0,86.25
1646,9.375,86.375,9.25,9.5,86.25,86.5
1647,9.375,86.625,9.25,9.5,86.5,86.75
1648,9.375,86.875,9.25,9.5,86.75,87.0
1649,9.375,87.125,9.25,9.5,87.0,87.25
1650,9.375,87.375,9.25,9.5,87.25,87.5
1651,9.375,87.625,9.25,9.5,87.5,87.75
1652,9.375,87.875,9.25,9.5,87.75,88.0
1653,9.375,88.125,9.25,9.5,88.0,88.25
1654,9.375,88.375,9.25,9.5,88.25,88.5
1655,9.375,88.625,9.25,9.5,88.5,88.75
1656,9.375,88.875,9.25,9.5,88.75,89.0
1657,9.375,89.125,9.25,9.5,89.0,89.25
1658,9.375,89.375,9.25,9.5,89.25,89.5
1659,9.375,89.625,9.25,9.5,89.5,89.75
1660,9.375,89.875,9.25,9.5,89.75,90.0
1661,9.375,90.125,9.25,9.5,90.0,90.25
1662,9.375,90.375,9.25,9.5,90.25,90.5
1663,9.375,90.625,9.25,9.5,90.5,90.75
1664,9.375,90.875,9.25,9.5,90.75,91.0
1665,9.375,91.125,9.25,9.5,91.0,91.25
1666,9.375,91.375,9.25,9.5,91.25,91.5
1667,9.375,91.625,9.25,9.5,91.5,91.75
1668,9.375,91.875,9.25,9.5,91.75,92.0
1669,9.375,92.125,9.25,9.5,92.0,92.25
1670,9.375,92.375,9.25,9.5,92.25,92.5
1671,9.375,92.625,9.25,9.5,92.5,92.75
1672,9.375,92.875,9.25,9.5,92.75,93.0
1673,9.375,93.125,9.25,9.5,93.0,93.25
1674,9.375,93.375,9.25,9.5,93.25,93.5
1675,9.375,93.625,9.25,9.5,93.5,93.75
1676,9.375,93.875,9.25,9.5,93.75,94.0
1677,9.375,94.125,9.25,9.5,94.0,94.25
1678,9.375,94.375,9.25,9.5,94.25,94.5
1679,9.375,94.625,9.25,9.5,94.5,94.75
1680,9.375,94.875,9.25,9.5,94.75,95.0
1681,9.375,95.125,9.25,9.5,95.0,95.25
1682,9.375,95.375,9.25,9.5,95.25,95.5
1683,9.375,95.625,9.25,9.5,95.5,95.75
1684,9.375,95.875,9.25,9.5,95.75,96.0
1685,9.375,96.125,9.25,9.5,96.0,96.25
1686,9.375,96.375,9.25,9.5,96.25,96.5
1687,9.375,96.625,9.25,9.5,96.5,96.75
1688,9.375,96.875,9.25,9.5,96.75,97.0
1689,9.375,97.125,9.25,9.5,97.0,97.25
1690,9.375,97.375,9.25,9.5,97.25,97.5
1691,9.375,97.625,9.25,9.5,97.5,97.75
1692,9.375,97.875,9.25,9.5,97.75,98.0
1693,9.375,98.125,9.25,9.5,98.0,98.25
1694,9.625,68.125,9.5,9.75,68.0,68.25
1695,9.625,68.375,9.5,9.75,68.25,68.5
1696,9.625,68.625,9.5,9.75,68.5,68.75
1697,9.625,68.875,9.5,9.75,68.75,69.0
1698,9.625,69.125,9.5,9.75,69.0,69.25
1699,9.625,69.375,9.5,9.75,69.25,69.5
1700,9.625,69.625,9.5,9.75,69.5,69.75
1701,9.625,69.875,9.5,9.75,69.75,70.0
1702,9.625,70.125,9.5,9.75,70.0,70.25
1703,9.625,70.375,9.5,9.75,70.25,70.5
1704,9.625,70.625,9.5,9.75,70.5,70.75
1705,9.625,70.875,9.5,9.75,70.75,71.0
1706,9.625,71.125,9.5,9.75,71.0,71.25
1707,9.625,71.375,9.5,9.75,71.25,71.5
1708,9.625,71.625,9.5,9.75,71.5,71.75
1709,9.625,71.875,9.5,9.75,71.75,72.0
1710,9.625,72.125,9.5,9.75,72.0,72.25
1711,9.625,72.375,9.5,9.75,72.25,72.5
1712,9.625,72.625,9.5,9.75,72.5,72.75
1713,9.625,72.875,9.5,9.75,72.75,73.0
1714,9.625,73.125,9.5,9.75,73.0,73.25
1715,9.625,73.375,9.5,9.75,73.25,73.5
1716,9.625,73.625,9.5,9.75,73.5,73.75
1717,9.625,73.875,9.5,9.75,73.75,74.0
1718,9.625,74.125,9.5,9.75,74.0,74.25
1719,9.625,74.375,9.5,9.75,74.25,74.5
1720,9.625,74.625,9.5,9.75,74.5,74.75
1721,9.625,74.875,9.5,9.75,74.75,75.0
1722,9.625,75.125,9.5,9.75,75.0,75.25
1723,9.625,75.375,9.5,9.75,75.25,75.5
1724,9.625,75.625,9.5,9.75,75.5,75.75
1725,9.625,75.875,9.5,9.75,75.75,76.0
1726,9.625,76.125,9.5,9.75,76.0,76.25
1727,9.625,76.375,9.5,9.75,76.25,76.5
1728,9.625,76.625,9.5,9.75,76.5,76.75
1729,9.625,76.875,9.5,9.75,76.75,77.0
1730,9.625,77.125,9.5,9.75,77.0,77.25
1731,9.625,77.375,9.5,9.75,77.25,77.5
1732,9.625,77.625,9.5,9.75,77.5,77.75
1733,9.625,77.875,9.5,9.75,77.75,78.0
1734,9.625,78.125,9.5,9.75,78.0,78.25
1735,9.625,78.375,9.5,9.75,78.25,78.5
1736,9.625,78.625,9.5,9.75,78.5,78.75
